Symbol,Name,Sector,Industry
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities
BIVV,Bioverativ Inc.,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,Finance,Business Services
BCACR,Bison Capital Acquisition Corp.,Finance,Business Services
BCACU,Bison Capital Acquisition Corp.,Finance,Business Services
BCACW,Bison Capital Acquisition Corp.,Finance,Business Services
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants
BBOX,Black Box Corporation,Technology,Computer Communications Equipment
BRAC,Black Ridge Acquisition Corp.,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,Finance,Business Services
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
HAWK,"Blackhawk Network Holdings, Inc.",Finance,Finance: Consumer Services
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,n/a,n/a
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,Packaged Foods
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials
BOBE,"Bob Evans Farms, Inc.",Consumer Services,Restaurants
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",Consumer Services,Restaurants
BOKF,BOK Financial Corporation,Finance,Major Banks
BOKFL,BOK Financial Corporation,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components
BRQS,"Borqs Technologies, Inc. ",Finance,Business Services
BRQSW,"Borqs Technologies, Inc. ",Finance,Business Services
BOMN,Boston Omaha Corporation,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BLVD,Boulevard Acquisition Corp. II,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,Finance,Business Services
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,Restaurants
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance
AVGO,Broadcom Limited,Technology,Semiconductors
BSFT,"BroadSoft, Inc.",Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications
BRCD,"Brocade Communications Systems, Inc.",Technology,Computer Communications Equipment
BPY,Brookfield Property Partners L.P.,Finance,Real Estate
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",Finance,Major Banks
BSQR,BSQUARE Corporation,Miscellaneous,Business Services
BWLD,"Buffalo Wild Wings, Inc.",Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials
BUR,Burcon NutraScience Corp,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing
CA,CA Inc.,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials
PRSS,CafePress Inc.,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,n/a,n/a
CGO,Calamos Global Total Return Fund,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,n/a,n/a
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals
CALD,"Callidus Software, Inc.",Technology,EDP Services
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies
CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals
ABCD,"Cambium Learning Group, Inc.",Consumer Services,Publishing
CATC,Cambridge Bancorp,Finance,Major Banks
CAC,Camden National Corporation,Finance,Major Banks
CAMT,Camtek Ltd.,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,Finance,Major Banks
CCBG,Capital City Bank Group,Finance,Major Banks
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles
CPTA,Capitala Finance Corp.,n/a,n/a
CPTAG,Capitala Finance Corp.,n/a,n/a
CPTAL,Capitala Finance Corp.,n/a,n/a
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions
CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CARB,"Carbonite, Inc.",Technology,EDP Services
CRME,Cardiome Pharma Corporation,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments
CATM,Cardtronics plc,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",Health Care,Medical Specialities
CECO,Career Education Corporation,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CARG,"CarGurus, Inc.",Technology,EDP Services
CARO,Carolina Financial Corporation,Finance,Major Banks
CART,"Carolina Trust BancShares, Inc.",Finance,Major Banks
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",Health Care,Medical/Dental Instruments
CASC,"Cascadian Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services
CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CATS,"Catasys, Inc.",Health Care,Hospital/Nursing Management
CATY,Cathay General Bancorp,Finance,Major Banks
CATYW,Cathay General Bancorp,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",Technology,Semiconductors
CBFV,"CB Financial Services, Inc.",Finance,Major Banks
CBAK,"CBAK Energy Technology, Inc.",Miscellaneous,Industrial Machinery/Components
CBOE,"Cboe Global Markets, Inc.",Finance,Investment Bankers/Brokers/Service
CBTX,"CBTX, Inc.",Finance,Major Banks
CDK,"CDK Global, Inc.",Miscellaneous,Business Services
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment
CELC,Celcuity Inc.,Health Care,Medical Specialities
CELG,Celgene Corporation,Health Care,Major Pharmaceuticals
CELGZ,Celgene Corporation,Health Care,Major Pharmaceuticals
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APOP,Cellect Biotechnology Ltd.,n/a,n/a
APOPW,Cellect Biotechnology Ltd.,n/a,n/a
CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
CLRBW,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
CLRBZ,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
CYAD,Celyad SA,Health Care,Major Pharmaceuticals
CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CETXW,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production
CSFL,CenterState Bank Corporation,Finance,Major Banks
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting
CFBK,Central Federal Corporation,Finance,Savings Institutions
CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
CVCY,Central Valley Community Bancorp,Finance,Major Banks
CENX,Century Aluminum Company,Basic Industries,Aluminum
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts
CVO,Cenveo Inc,Consumer Durables,Containers/Packaging
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals
CERCW,Cerecor Inc.,Health Care,Major Pharmaceuticals
CERN,Cerner Corporation,Technology,EDP Services
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments
KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities
CEVA,"CEVA, Inc.",Technology,Semiconductors
CFCO,CF Corporation,Finance,Life Insurance
CFCOU,CF Corporation,Finance,Life Insurance
CFCOW,CF Corporation,Finance,Life Insurance
CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
BURG,"Chanticleer Holdings, Inc.",n/a,n/a
CTHR,Charles & Colvard Ltd.,Consumer Durables,Consumer Specialties
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services
CHFN,Charter Financial Corp.,Finance,Savings Institutions
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CHEK,Check-Cap Ltd.,Health Care,Medical Electronics
CHEKW,Check-Cap Ltd.,Health Care,Medical Electronics
CKPT,"Checkpoint Therapeutics, Inc.",Health Care,Major Pharmaceuticals
CEMI,"Chembio Diagnostics, Inc.",Health Care,Major Pharmaceuticals
CHFC,Chemical Financial Corporation,Finance,Major Banks
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,Finance,Major Banks
CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel
CHFS,"CHF Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHMA,"Chiasma, Inc.",Health Care,Major Pharmaceuticals
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals
CADC,"China Advanced Construction Materials Group, Inc.",Basic Industries,Engineering & Construction
CALI,China Auto Logistics Inc.,Consumer Services,Motor Vehicles
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.
CBPO,"China Biologic Products Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCL,"China Ceramics Co., Ltd.",Capital Goods,Building Materials
CCCR,"China Commercial Credit, Inc.",Finance,Major Banks
CCRC,"China Customer Relations Centers, Inc.",Miscellaneous,Business Services
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service
HGSH,"China HGS Real Estate, Inc.",Finance,Real Estate
CNIT,"China Information Technology, Inc.",Technology,Computer Software: Prepackaged Software
CIFS,China Internet Nationwide Financial Services Inc.,Consumer Services,Professional Services
CJJD,"China Jo-Jo Drugstores, Inc.",Consumer Durables,Specialty Chemicals
CLDC,China Lending Corporation,Finance,Diversified Financial Services
HTHT,"China Lodging Group, Limited",Consumer Services,Hotels/Resorts
CHNR,"China Natural Resources, Inc.",Basic Industries,Precious Metals
CREG,China Recycling Energy Corporation,Miscellaneous,Business Services
CNTF,China TechFaith Wireless Communication Technology Limited,n/a,n/a
CXDC,China XD Plastics Company Limited,Capital Goods,Containers/Packaging
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing"
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors
CDXC,ChromaDex Corporation,Consumer Durables,Specialty Chemicals
CHSCL,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCM,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCN,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCO,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHSCP,CHS Inc,Consumer Services,Farming/Seeds/Milling
CHDN,"Churchill Downs, Incorporated",Consumer Services,Services-Misc. Amusement & Recreation
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants
CDTX,"Cidara Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMCT,CIM Commercial Trust Corporation,Consumer Services,Real Estate Investment Trusts
CMPR,Cimpress N.V,Miscellaneous,Publishing
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers
CIDM,Cinedigm Corp,Consumer Services,Consumer Electronics/Video Chains
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
CTRN,"Citi Trends, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
CTXR,"Citius Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CTXRW,"Citius Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
CZNC,Citizens & Northern Corp,Finance,Major Banks
CZWI,"Citizens Community Bancorp, Inc.",Finance,Savings Institutions
CZFC,Citizens First Corporation,Finance,Major Banks
